Compound Number,GroupID,GroupMembers,row ID,row m/z,row retention time,Dta-ap,Dbh-w,Dax-tl,Dgr-ap,Dfe-w,Dgem-w,Dgi-w,Dac-tl,Dyu-w,Dau-tl,Dre-tl,Dpa-tl,Dpe-w,Dat-ls,Dki-w,Dho-w,Dde-w,Dod-fr,Dod-b,Dod-l,Dod-r,Dod-s,Dje-fr,Dje-ft,Dge-fr,Dps-fr,Dps-ft,Dpo-fr,Dpo-l,Dpo-s,Wdo-w,Wla-w,Wsc-w,Wpi-w,Wli-w,Wpa-w,Win-l,Win-s,Wca-w,Wal-w,Wli-ap,Wli-r,Wst-w,Wnu-w,Wlu-w,Wmi-tl,Wde-w,Wtr,Ega-w,Eal-w,Ech-ft,Ech-b,Ech-l,Ech-s,Ech-fr,Sch-r,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,R8_id,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score,Confidence Level
33,335,[1967],1967,499.1965,2.7,2102382.475,0,0,23500000,0,0,13800000,0,7836797.827,0,15700000,0,0,0,0,0,9147366.243,0,0,0,0,0,0,0,3829195.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,D,C27H30O9,possibly known,12-OH-daphnetoxin,[M+H]+,none,13,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,1,C7,C7*1,"benzoyl(0.11),feruloyl(0.04),benzoyl(2.90)",benzoyl,A1,B1,C2,none,R92,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008136,C27H30O9,498.528,Top2,0.927,High Confidence
34,86,[1223],1223,543.2232,2.8,0,0,0,0,0,0,0,1405479.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,D,C29H34O10,possibly known,yuanhuapine,[M+H]+,none,13,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C9,C9*1,"acyl(0.02),benzoyl(0.03),feruloyl(0.02),benzoyl(0.30)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top3,0.817,Low Confidence
35,182,[3780],3780,565.301,2.8,0,0,0,0,0,0,0,0,0,0,0,0,1519345.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204554.3791,257764.4989,0,0,0,0,0,0,0,292872.2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C30H44O10,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C10,C10*1,butenoyl(0.02),none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
36,373,[3416],3416,389.1961,2.8,0,0,0,0,689648.8222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7629297.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C22H28O6,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,1,C2,C2*1,"acyl(0.82),butenoyl(0.11)",acyl,A1,B1,C2,none,R1,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008045,C22H28O9,436.457,Top1,1,Low Confidence
37,548,[12309],12309,357.1902,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7360894.773,0,0,0,6,0,D,C18H28O7,possibly undescribed,none,[M+H]+,none,5,"1,2-dihydro-3-one","5-ol-4,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,0,others,,"heptadienoyl(0.77),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.22)",none,A2,B7,C2,none,none,none,none,,,,,,A2B7C2,,,,0,Top1,1,Low Confidence
38,325,[1153],1153,559.2185,2.9,0,0,0,0,0,0,0,2412848.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,D,C29H34O11,possibly undescribed,none,[M+H]+,none,13,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,1,C9,C9*1,"acyl(0.05),benzoyl(0.03),coumaroyl(0.05),benzoyl(0.46)",coumaroyl,A1,B1,C2,none,R94,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=Cc6ccc(O)cc6)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008138,C29H32O10,540.565,Top3,0.825,Low Confidence
39,344,[2141],2141,561.2703,2.9,501048.1072,0,0,0,1050766.261,0,378457.0023,0,0,242505.5961,0,0,0,0,0,0,0,0,0,0,343326.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,D,C30H40O10,possibly undescribed,none,[M+H]+,none,11,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,1,C10,C10*1,decatrienoyl(0.99),decatrienoyl,A1,B1,C2,none,R48,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008092,C30H38O9,542.625,Top1,1,Low Confidence
40,509,[1073],1073,501.2122,2.9,0,0,0,0,0,0,1374033.054,6807513.895,0,0,9445437.035,0,0,0,0,0,0,0,0,0,0,0,1009109.122,0,0,534449.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,D,C27H32O9,possibly known,daphnegiraldigin,[M+H]+,none,12,"1,2-dihydro-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C7,C7*1,"benzoyl(0.09),feruloyl(0.07),benzoyl(1.80)",benzoyl,A2,B1,C1,none,R92,none,none,,,,,,A2B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(=O)C1(O)C2O,PD00007752,C27H32O8,484.545,Top1,1,Low Confidence
41,682,[11887],11887,689.3526,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847796.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,D,C37H52O12,possibly undescribed,none,[M+H]+,none,12,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C17,C17*1,"benzoyl(0.16),feruloyl(0.09),benzoyl(0.20)",none,A4,B1,C1,none,none,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00000004,C21H30O8,410.463,Top1,1,Low Confidence
42,448,[9563],9563,675.2435,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367968.5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C37H38O12,possibly known,acutilobin E,[M+H]+,none,19,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,benzoyl(0.11),"benzoyl,benzoyl",A1,B1,C2,none,R92,R92,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129710,C34H34O10,602.636,Top1,1,Low Confidence
43,512,[1528],1528,501.2132,3,0,0,0,0,0,0,0,286243.2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,D,C2H44O27,possibly known,daphnegiraldigin,[M+H]+,none,-19,"1,2-dihydro-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C-18,C-18*1,benzoyl(0.82),none,A2,B1,C1,none,none,none,none,,,,,,A2B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(=O)C1(O)C2O,PD00000002,C21H28O8,408.447,Top2,0.953,Low Confidence
44,240,[6489],6489,599.2127,3.1,0,0,0,762975.3842,0,0,0,0,0,0,0,0,0,0,0,0,245915.4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,D,C31H34O12,possibly undescribed,none,[M+H]+,none,15,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C11,C11*1,"benzoyl(0.02),benzoyl(0.22)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top2,0.737,Low Confidence
45,278,[9778],9778,563.2855,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174676.8844,0,0,0,0,0,0,0,0,0,249397.6918,0,0,0,0,554211.3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C30H42O10,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C10,C10*1,others,none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
46,443,[9095],9095,723.3004,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645232.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C39H46O13,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C9,C10",C9*1+C10*1,coumaroyl(0.28),"coumaroyl,coumaroyl",A1,B1,C2,none,R94,R94,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=Cc6ccc(O)cc6)OC3(C(=C)C)C(OC(=O)C=Cc7ccc(O)cc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129719,C38H38O12,686.71,Top1,1,Low Confidence
47,451,[9709],9709,601.2649,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036036.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C32H40O11,possibly undescribed,none,[M+H]+,none,13,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C2,C10",C2*1+C10*1,octatrienoyl(0.40),"acyl,acyl",A1,B1,C2,none,R1,R1,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C)OC3(C(=C)C)C(OC(=O)C)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00125069,C24H30O10,478.494,Top1,1,Low Confidence
48,452,[9718],9718,389.196,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4345485.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C22H28O6,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,1,C2,C2*1,"acyl(0.25),butenoyl(0.04)",acyl,A1,B1,C2,none,R1,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008045,C22H28O9,436.457,Top1,1,Low Confidence
49,539,[1241],1241,529.2083,3.1,0,0,0,0,0,0,0,1845312.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,D,C3H44O28,possibly undescribed,none,[M+H]+,none,-18,"1,2-dihydro-3-one","5-ol-6,7-ene","9,13,14-orthoester",no C-12,no C-18,others,others,1,C-17,C-17*1,benzoyl(0.32),none,A2,B3,C1,none,none,none,none,,,,,,A2B3C1,OCC1=CC2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2CC(C)C(=O)C2(O)C1O,PD00000042,C21H28O7,392.448,Top2,0.982,Low Confidence
50,99,[1701],1701,501.2124,3.2,3128672.343,0,0,0,0,0,0,191456.6151,0,0,38200000,0,0,0,0,0,0,0,165131.7868,0,0,0,0,0,264274.4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271130.1089,0,12,0,D,C27H32O9,possibly known,daphnegiraldigin,[M+H]+,none,12,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C7,C7*1,benzoyl(0.32),benzoyl,A1,B1,C1,none,R92,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007656,C27H30O8,482.529,Top3,0.546,Low Confidence
51,715,[10257],10257,317.2111,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257920.3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3868979.379,0,8,0,D,C20H28O3,possibly undescribed,none,[M+H]+,none,7,"1,2-dihydro-3-ol","5-ol-4,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C0,C0*1,"8-9-epoxy-2-4-6-undecatrienoyl(0.44),octadecadienoyl(0.04)",none,A4,B7,C1,none,none,none,none,,,,,,A4B7C1,,,,0,Top1,1,Low Confidence
52,69,[1003],1003,559.2187,3.3,0,0,0,0,0,0,0,16000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,D,C4H46O29,possibly undescribed,none,[M+H]+,none,-18,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C-16,C-16*1,"acyl(0.13),benzoyl(0.14),coumaroyl(0.06),feruloyl(0.11),benzoyl(3.20)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top2,0.901,Low Confidence
53,537,[11870],11870,645.3268,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915051.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,D,C35H48O11,possibly undescribed,none,[M+H]+,none,12,"1,2-dihydro-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,3,"C2,C11",C2*2+C11*1,"benzoyl(0.04),feruloyl(0.02)",acyl,A2,B1,C2,none,R1,none,none,,,,,,A2B1C2,OCC12OC1C1C3OC4(C)OC3(C(=C)C)C(O)C(C)C1(O4)C1CC(C)C(=O)C1(O)C2O,PD00008141,C22H30O9,438.473,Top2,0.926,Low Confidence
54,721,[12404],12404,322.2227,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520552.2578,0,0,0,7,0,D,C15H31O6N1,possibly undescribed,none,[M+NH4]+,none,1,"1,2-dihydro-3-ol","5-ol-4,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,0,others,,"6-7-epoxy-2-4-nonadienoyl(0.06),8-hydroxy-2-4-6-nonatrienoyl(0.06),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.08)",none,A4,B7,C2,none,none,none,none,,,,,,A4B7C2,,,,0,Top1,1,Low Confidence
55,522,"[4783,9957]",4783,640.3111,3.4,0,0,0,0,0,0,0,0,0,232818.4547,0,0,0,0,0,559477.9342,0,0,0,0,0,0,0,0,20600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237547.9526,0,37000000,0,0,0,0,0,0,0,0,0,10,0,D,C35H45O10N1,possibly undescribed,(DA12)std_genkwanine H isomer,[M+CH3NH2+H]+,"4783, 9957",14,"1,2-dihydro-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C15,C15*1,"benzoyl(2.15),feruloyl(1.53),benzoyl(3.70)",none,A2,B1,C1,none,none,none,none,,,,,,A2B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(=O)C1(O)C2O,PD00000002,C21H28O8,408.447,Top3,0.771,Low Confidence
56,541,[7625],7625,353.2308,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591695.7335,180625.6136,605957.623,485042.6758,1425724.976,259344.0816,0,654490.1488,563194.3191,0,0,0,0,0,0,0,0,0,372194.3293,1468893.838,0,334538.1259,0,0,0,0,0,0,0,0,0,0,0,0,0,2082934.219,0,259574.2585,0,9,0,D,C20H32O5,possibly undescribed,none,[M+H]+,none,5,"1,2-dihydro-3-one","5-ol-6,7-ene","9,13,14-orthoester",no C-12,no C-18,others,others,1,C0,C0*1,octatrienoyl(0.11),none,A2,B3,C1,none,none,none,none,,,,,,A2B3C1,OCC1=CC2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2CC(C)C(=O)C2(O)C1O,PD00000042,C21H28O7,392.448,Top1,1,Low Confidence
57,624,[1876],1876,487.2325,3.4,0,0,0,0,0,0,0,201805.7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557942.5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C27H34O8,possibly known,orthobenzoate 2,[M+H]+,none,11,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C7,C7*1,others,benzoyl,A4,B1,C1,none,R92,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00007944,C27H34O8,486.561,Top1,1,High Confidence
58,654,[9604],9604,651.3155,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562400.7131,0,0,0,0,0,0,0,206672.7439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828277.6688,0,0,0,0,0,0,0,0,0,6,0,D,C37H46O10,possibly undescribed,none,[M+H]+,none,15,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,"benzoyl(0.05),feruloyl(0.03)","benzoyl,feruloyl",A4,B1,C1,none,R92,R95,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C1(O)C2O,PD00022625,C37H42O11,662.732,Top1,1,Low Confidence
59,658,[11573],11573,573.2477,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500000,0,0,0,0,0,0,0,0,0,6,0,D,C34H36O8,possibly undescribed,none,[M+H]+,none,17,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,C7,C7*2,"benzoyl(0.12),feruloyl(0.05),benzoyl(0.42)","benzoyl,benzoyl",A4,B1,C1,none,R92,R92,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00022622,C34H38O9,590.669,Top1,1,Low Confidence
60,722,[12443],12443,322.223,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419233.4322,0,0,0,7,0,D,C15H31O6N1,possibly undescribed,none,[M+NH4]+,none,1,"1,2-dihydro-3-ol","5-ol-4,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,0,others,,"6-7-epoxy-2-4-nonadienoyl(0.06),8-hydroxy-2-4-6-nonatrienoyl(0.06),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.08)",none,A4,B7,C2,none,none,none,none,,,,,,A4B7C2,,,,0,Top1,1,Low Confidence
61,627,[2116],2116,505.2442,3.5,357673.7084,0,0,0,0,0,387133.232,0,0,0,0,0,0,0,0,0,0,0,0,0,157747.3752,0,0,0,10500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,D,C27H36O9,possibly known,"genkwanine O, neogenkwanine A, neogenkwanine B, neogenkwanine H, genkwanine A, neogenkwanine I",[M+H]+,none,10,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C7,C7*1,"benzoyl(0.08),octatrienoyl(0.09)",benzoyl,A4,B1,C1,none,R92,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00007944,C27H34O8,486.561,Top1,1,Low Confidence
62,65,[976],976,501.2128,3.6,1325788.111,0,0,0,0,0,10400000,40500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6383104.06,0,14,0,D,C27H32O9,possibly known,daphnegiraldigin,[M+H]+,none,12,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C7,C7*1,"benzoyl(1.39),benzoyl(2.30)",benzoyl,A1,B1,C1,none,R92,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007656,C27H30O8,482.529,Top4,0.616,Low Confidence
63,521,[4340],4340,485.2189,3.6,0,0,0,0,0,0,0,0,332067.1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,D,C2H44O26,possibly known,daphne factor F4,[M+H]+,none,-19,"1,2-dihydro-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C-18,C-18*1,"nonanoyl(0.03),benzoyl(0.06)",none,A2,B1,C1,none,none,none,none,,,,,,A2B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(=O)C1(O)C2O,PD00000002,C21H28O8,408.447,Top1,1,Low Confidence
64,544,[12543],12543,353.2315,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411869.9634,0,0,0,9,0,D,C20H32O5,possibly undescribed,none,[M+H]+,none,5,"1,2-dihydro-3-one","5-ol-6,7-ene","9,13,14-orthoester",no C-12,no C-18,others,others,1,C0,C0*1,octatrienoyl(0.11),none,A2,B3,C1,none,none,none,none,,,,,,A2B3C1,OCC1=CC2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2CC(C)C(=O)C2(O)C1O,PD00000042,C21H28O7,392.448,Top1,1,Low Confidence
65,583,[11566],11566,591.258,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087946.817,0,20500000,0,0,0,0,0,0,0,0,0,10,0,D,C34H38O9,possibly undescribed,"(DA08)std_genkwanine M isomer, (DA07)std_genkwanine N isomer",[M+H]+,none,16,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(1.31),feruloyl(1.96),benzoyl(4.60)","benzoyl,benzoyl",A3,B1,C1,none,R92,R92,none,,,,,,A3B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00017966,C34H36O9,588.653,Top2,0.693,Low Confidence
