row ID,row m/z,row retention time,Dta-ap Peak area,Dbh-w Peak area,Dax-tl Peak area,Dgr-ap Peak area,Dfe-w Peak area,Dgem-w Peak area,Dgi-w Peak area,Dac-tl Peak area,Dyu-w Peak area,Dau-tl Peak area,Dre-tl Peak area,Dpa-tl Peak area,Dpe-w Peak area,Dat-ls Peak area,Dki-w Peak area,Dho-w Peak area,Dde-w Peak area,Dod-fr Peak area,Dod-b Peak area,Dod-l Peak area,Dod-r Peak area,Dod-s Peak area,Dje-fr Peak area,Dje-ft Peak area,Dge-fr Peak area,Dps-fr Peak area,Dps-ft Peak area,Dpo-fr Peak area,Dpo-l Peak area,Dpo-s Peak area,Wdo-w Peak area,Wla-w Peak area,Wsc-w Peak area,Wpi-w Peak area,Wli-w Peak area,Wpa-w Peak area,Win-l Peak area,Win-s Peak area,Wca-w Peak area,Wal-w Peak area,Wli-ap Peak area,Wli-r Peak area,Wst-w Peak area,Wnu-w Peak area,Wlu-w Peak area,Wmi-tl Peak area,Wde-w Peak area,Wtr Peak area,Ega-w Peak area,Eal-w Peak area,Ech-ft Peak area,Ech-b Peak area,Ech-l Peak area,Ech-s Peak area,Ech-fr Peak area,Sch-r Peak area
63,578.3954801,13.46032874,1.56E+07,2.27E+07,2.07E+07,2.80E+07,2.14E+07,1.56E+07,8908380.268,1.75E+07,1.81E+07,1.09E+07,1.99E+07,2.19E+07,9086458.037,1.77E+07,3852291.036,3441245.796,3926076.308,1721485.307,0,0,1.37E+07,1863270.07,1.35E+07,4.00E+07,879531.1801,1.23E+07,4.70E+07,8603489.612,1.02E+07,1.00E+07,1.89E+07,1.27E+07,8120608.586,8824259.43,1.95E+07,1.89E+07,1.93E+07,1.46E+07,2.22E+07,2.06E+07,1.73E+07,1.24E+07,6097125.317,6485971.31,7860736.369,1.12E+07,7804916.846,3220415.54,2697921.572,7054451.987,4142793.414,4607453.44,1.48E+07,1742622.638,6047894.958,1704067.054
64,589.2426758,8.759020519,8552750.264,0,0,1.47E+07,0,0,0,0,0,4408618.444,0,1.88E+07,0,0,0,1012667.304,3683774.349,0,0,0,0,0,0,1.17E+07,1094980.917,0,8543794.157,0,0,0,0,5454763.037,5245760.984,0,6081442.354,0,0,0,0,0,1.54E+07,4805281.9,0,0,1714062.55,0,2.72E+07,0,0,0,0,0,0,0,0,0
65,788.6090897,13.9211042,2.21E+07,2.21E+07,1.95E+07,2.42E+07,0,6858812.985,3322616.208,0,2917434.002,0,2709824.185,2748723.283,2.33E+07,8258460.102,0,0,0,0,0,0,2739899.911,2388112.45,0,2.39E+07,0,0,2.18E+07,0,0,0,6816516.778,0,0,0,4981622.185,0,3523420.314,4258003.111,0,0,5860288.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,335.1510201,10.52755983,6318699.631,9522628.503,1.08E+07,7882851.055,8886050.657,1.62E+07,7111735.816,7581142.81,8669473.604,4597555.643,5278421.433,8389718.199,272544.8139,1.01E+07,0,188736.5616,1267720.491,0,0,0,5909536.804,0,0,1.07E+07,0,0,3151294.654,0,2.67E+07,1.93E+07,2.74E+07,7289513.025,6603143.392,1.36E+07,1.05E+07,8158902.851,0,0,2.27E+07,9042616.095,1.19E+07,7729111.447,6106155.858,0,880373.7131,1189631.61,2785340.637,0,6484155.371,471972.1368,0,0,0,3556825.449,1.13E+07,1.89E+07
67,524.4526645,14.40241956,1.44E+07,1.53E+07,1.33E+07,1.52E+07,8335103.776,1.16E+07,6847456.848,8511856.828,7723490.156,1.12E+07,4517859.072,5728811.813,1.25E+07,8717618.818,0,0,0,1152119.973,0,0,2246887.174,1921297.139,0,2.15E+07,2710253.662,0,1.74E+07,660177.3245,0,0,9089763.852,7632842.097,9164447.881,9861712.601,7882266.787,0,0,7688223.119,8831382.767,8918859.936,0,9183279.859,7995116.247,417777.1426,0,0,0,0,233729.9045,0,0,1871424.272,0,0,0,0
68,484.3842621,6.707720573,6467880.337,1784511.54,193959.3902,0,0,0,0,0,0,0,0,0,349395.6876,0,0,0,0,0,0,4364809.547,4470923.708,0,906910.1699,9340431.195,0,0,884751.9023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507621.211,376639.9835,0,0,0,0
69,529.2796797,9.501969309,4.43E+08,1.49E+08,0,2511430.635,4816002.84,1.44E+07,3.23E+07,1.16E+07,1528258.987,1380598.147,6.05E+08,3.26E+07,9349603.644,2.28E+07,0,0,1107313.411,0,0,0,480643.791,0,0,1.02E+07,2.37E+07,0,2.81E+07,1.96E+07,1.24E+08,7.20E+08,3433865.808,2.35E+07,4040678.236,0,2.03E+08,0,303339.3,2402805.255,0,0,0,0,434836.2304,0,1.32E+07,0,0,0,644126.0514,1.61E+07,6.96E+07,0,0,0,1886185.496,0
70,324.289406,8.948588634,1.18E+07,1.22E+07,1.30E+07,1.51E+07,1.15E+07,2.00E+07,7840415.791,9482148.154,1.37E+07,1.01E+07,1.70E+07,1.88E+07,4048915.054,3.60E+07,208775.8357,1500654.836,905882.106,0,787954.2101,0,4974056.981,245976.0461,0,8954828.502,0,0,6535678.57,0,9443072.909,2.54E+07,1.96E+07,1.25E+07,1.26E+07,1.64E+07,1.19E+07,2.10E+07,0,877776.7256,2.01E+07,1.79E+07,1.07E+07,5440177.837,4248342.957,1310743.092,1593503.329,3081644.001,2940753.093,174356.8294,1.41E+07,1190894.126,1681947.953,0,0,3785887.994,1.11E+07,6875306.313
71,755.3424988,13.330503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7003271.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,832.6363559,13.83584608,2.13E+07,2.34E+07,2.08E+07,2.71E+07,4419594.384,0,2161144.346,4408317.485,2977211.946,5904580.86,1735317.45,2984237.773,2.33E+07,7112862.651,241916.4177,0,0,0,0,0,2043834.899,1828861.794,0,2.36E+07,2628570.689,0,2.04E+07,0,0,0,6130436.9,3535440.995,4008379.034,5837783.675,3998668.209,9548106.49,0,2422632.652,0,6066758.032,5228830.187,3966037.367,3579632.608,0,972804.6381,683788.5761,1342997.472,1133264.953,0,1658477.885,0,0,0,0,5498110.874,0
73,528.4105194,6.69781867,6786322.59,2370892.137,220747.6434,0,0,0,0,0,0,0,0,0,440409.9868,0,0,0,0,0,0,4197984.202,2783988.256,0,0,8393087.687,0,0,820884.3605,0,0,0,0,0,0,0,0,202855.4351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525865.9126,0,0,0,0
74,729.3261719,12.808975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8510421.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,440.3579559,6.756254941,5911446.286,2097051.157,175126.4372,0,0,0,0,0,0,0,0,0,514884.233,0,0,0,0,0,2767839.081,4620120.312,4420766.124,0,1632077.444,8455916.227,0,880665.5881,462391.0683,0,0,0,0,0,0,0,0,244644.6688,211115.6529,0,0,0,0,0,0,0,0,0,0,0,0,0,2283137.223,648900.2452,8876663.97,1162091.835,0,0
76,795.5209499,13.14410648,1.24E+07,1.63E+07,1.52E+07,1.96E+07,1.51E+07,0,4880134.26,8408570.416,1.22E+07,0,0,1.93E+07,5180379.025,0,0,0,0,0,0,0,5570116.359,1007314.692,7710896.931,3.73E+07,0,7224697.869,4.45E+07,4727218.048,0,6961277.983,657680.0602,1.69E+07,0,9857372.672,0,0,1.74E+07,0,3.19E+07,2.79E+07,0,1.58E+07,7647278.165,6873130.134,2886746.032,5491752.26,3211870.941,0,0,2279876.114,0,2314796.861,0,0,754300.6678,0
77,529.381938,8.592438559,0,0,3456745.054,4460489.236,2707255.579,0,0,3057103.724,2930570.657,1747065.344,3730360.765,3682530.697,0,3684065.154,0,718167.198,714873.2446,0,2413673.356,1341676.928,2037270.759,0,0,7474803.625,1009772.904,0,6673488.265,1323562.613,2703358.584,0,0,0,696220.249,0,0,0,3428562.57,2178324.781,3239168.388,1758545.321,0,0,0,0,1225570.112,0,1547746.293,650242.8871,0,1688503.747,0,717829.2517,0,0,0,0
78,766.5005613,12.61246007,1.60E+07,1.62E+07,1.80E+07,1.90E+07,1.32E+07,1.07E+07,6017175.74,1.10E+07,1.13E+07,7648721.317,1.53E+07,1.76E+07,9470325.713,0,1756730.356,1852353.155,2069241.583,0,578512.1735,412840.25,6398757.413,1458310.285,8534938.963,3.95E+07,0,7623558.317,4.71E+07,5090474.113,7666035.379,7667060.823,2.58E+07,2.06E+07,1.23E+07,1.47E+07,2.89E+07,3.07E+07,1.95E+07,1.12E+07,4.09E+07,3.29E+07,2.41E+07,2.02E+07,2.13E+07,6833200.68,0,0,3697298.945,1341720.17,1010934.701,0,0,0,2427824.789,0,2563258.226,0
79,817.3795013,11.19713725,0,0,0,0,0,0,0,0,0,0,0,613768.7254,0,0,0,0,0,0,0,0,0,0,0,7702782.099,0,0,9942707.084,0,0,0,0,0,0,0,836336.1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,688.4990512,14.66131952,1.53E+07,1.49E+07,1.85E+07,1.93E+07,1.19E+07,7729484.536,6251151.712,330486.1151,1.08E+07,7503691.285,7706663.631,8037923.99,0,7478102.35,0,0,9160006.708,0,0,0,8368330.147,0,0,1.20E+07,1.10E+07,0,1.29E+07,0,0,0,188200.9877,5223182.452,4348058.268,0,6321247.041,6078675.275,1.20E+07,6017797.494,9400059.709,6582525.489,6836246.723,7028210.448,8694540.849,520078.5782,0,0,8247262.79,0,0,9225733.14,0,0,0,0,0,0
81,533.2157593,8.7321093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7304096.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,572.4368175,6.603378155,6786629.597,2295652.941,0,202629.4064,0,0,0,0,0,0,0,0,238804.2999,0,0,0,0,0,2461952.065,4786498.763,3626367.873,0,0,8446494.308,0,0,771980.4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2431984.763,498338.3637,0,0,0,0
83,622.379637,6.032218256,2.34E+07,0,0,5386168.241,0,0,0,0,0,0,0,4258316.051,0,773555.2724,0,0,0,0,1471045.248,0,804377.0862,0,0,7842629.841,0,0,1.12E+08,0,0,5089012.294,0,0,1737338.975,0,0,0,0,0,0,0,0,0,0,743258.8404,3912143.854,2567122.727,3648249.371,0,1.39E+07,543146.4994,0,0,0,2132680.082,0,8127902.863
84,326.304912,10.65928429,2466361.418,1.00E+07,4830363.68,5783873.117,1.44E+07,1.95E+07,7131558.252,1.52E+07,1.42E+07,6681943.758,8991601.452,1.17E+07,6427421.48,3.00E+07,0,422915.9833,228040.9027,0,0,0,8110305.981,222365.1202,0,7972624.237,0,0,5115698.402,0,9113546.484,1.11E+07,1.58E+07,7318852.251,1.32E+07,2.02E+07,9797785.404,2.07E+07,433105.1492,2819649.821,2.03E+07,2.05E+07,6330977.795,3975627.936,4331248.375,1719680.781,1263219.728,1665124.489,1660921.738,189221.0207,1.02E+07,530504.0065,0,0,0,2642449.331,2.00E+07,8474026.533
85,737.4802011,11.92583692,1.24E+07,1.54E+07,1.33E+07,0,1.34E+07,0,5921476.929,1.08E+07,1.11E+07,1423793.591,0,0,0,0,1421504.279,1984197.42,1799828.198,0,7363711.782,0,7027907.17,0,0,3.01E+07,0,0,3.64E+07,0,8142309.654,8629722.694,0,0,0,0,0,2.32E+07,1.37E+07,0,2.77E+07,0,0,0,0,0,0,7079375.596,0,1101290.174,1549426.195,2823775.629,4700009.668,0,2145745.911,0,0,0
86,616.4632069,6.575230082,6334081.821,1777282.699,242886.6704,210569.8237,0,0,0,0,0,0,0,0,166487.4581,0,0,0,0,0,2385476.764,3731919.61,186336.9239,0,0,6567253.329,0,0,606530.4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852539.751,0,0,0,0,0
87,753.3264771,12.605351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8170081.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,339.1617275,11.87526326,7693348.256,5470604.663,4725033.479,1.80E+07,6375605.463,9005077.085,6598965.005,4346083.664,4971253.122,5890257.543,4082221.14,4353170.259,687392.2621,8605221.135,0,0,606544.5565,0,0,0,6272063.853,453563.099,0,9377025.364,0,0,3960052.611,0,7365064.339,1.12E+07,8616680.489,1.05E+07,8752357.452,9530571.664,9682970.497,9322950.218,0,0,1.26E+07,9086837.28,8786307.335,9416601.625,6951731.768,429252.4464,2605349.423,1217264.516,4564901.63,0,3007029.945,647380.9984,1033504.308,0,0,4497666.635,7495388.543,2.02E+07
89,613.2397766,8.468197743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6780363.692,0,0,2.35E+07,0,0,0,0,0,264190.7502,0,1237917.81,0,0,0,0,0,747286.421,260491.9198,0,0,0,0,1547934.502,0,0,0,0,0,0,0,0,0
90,693.4559631,14.6765527,1.71E+07,1.75E+07,1.98E+07,0,1.08E+07,1.24E+07,7327410.231,0,453698.1641,6718448.882,0,5251686.089,5437154.063,0,2721691.649,2971961.567,3180220.385,0,0,0,0,0,0,1.45E+07,0,0,1.36E+07,0,0,0,0,5806058.554,0,5312276.453,6884231.594,6669769.906,0,0,0,8074527.125,7497625.896,9343969.458,890085.591,0,0,3613499.121,4106351.498,2933545.434,0,2627326.931,0,0,0,0,0,0
91,507.3688024,8.682355817,0,0,2672941.429,0,0,0,0,0,2448002.636,0,0,0,407035.6603,0,0,0,0,0,0,0,0,232835.319,0,5471040.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727941.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,480.4259333,14.47288342,1.16E+07,1.66E+07,1.06E+07,1.42E+07,9047163.581,444544.1908,6633464.555,6887493.334,6422954.1,1.04E+07,4337244.533,4795434.078,1.59E+07,6898179.357,0,1268204.803,1223708.012,0,0,0,0,0,0,1.75E+07,0,0,1.39E+07,0,0,0,7390275.902,6602834.894,0,7689141.126,7371569.792,0,0,5509702.593,7123123.012,8693783.258,0,7840264.36,6794953.979,393073.7115,1188739.842,0,0,0,220256.5559,0,0,1595921.746,0,0,0,0
93,551.3953121,8.518929312,3667627.298,5770395.015,4227027.533,5957589.91,4419605.867,0,0,3149590.054,3133698.469,0,3576047.637,3819950.445,2486689.79,0,0,758328.1776,0,0,3214046.628,1992534.695,2826536.003,0,2285581.912,7373541.049,0,2023184.906,8339524.606,1699097.964,3226949.064,2750931.698,3025734.811,0,719134.2269,0,0,0,4023075.461,0,3648478.875,1358294.858,0,0,267167.4355,0,1189244.775,2142766.728,1878247.429,824948.7723,0,2385305.974,0,816500.2828,5475314.702,0,0,0
94,533.310957,11.58239038,0,4593010.794,1789809.077,8652590.911,0,0,0,0,565355.096,9050248.285,6.35E+07,5.88E+07,1.15E+09,2351239.461,0,1.94E+07,8308489.898,0,0,0,0,0,0,8466141.343,0,0,2.15E+07,9.27E+07,5.37E+08,1.48E+09,2531746.995,6698512.958,2.49E+07,1517641.615,5.49E+07,2580504.696,6.16E+07,9.32E+08,0,508729.1271,0,0,2514798.257,3043445.78,1586400.679,0,0,0,1674118.938,823402.4212,0,0,0,0,3282172.279,4.40E+07
95,469.3609291,13.68708667,1.48E+07,1.94E+07,1.42E+07,1.59E+07,5373990.188,1.29E+07,0,0,0,6083565.437,0,3602986.185,1.73E+07,8666908.995,0,0,0,0,0,0,0,1621494.668,0,1.67E+07,399980.5787,0,1.30E+07,0,0,0,6149673.442,912077.2726,2049521.412,4324420.25,2210033.407,1.03E+07,0,474967.2332,3103411.761,5399518.427,4098973.68,2037583.731,1674354.319,1401805.981,0,0,0,0,0,0,0,0,0,0,0,0
96,959.5704374,14.64707691,5.17E+07,4.76E+07,1.34E+08,2.13E+08,1.48E+08,3.98E+07,0,1.24E+08,1.60E+08,2.03E+07,6.90E+07,7.24E+07,0,1.18E+07,0,558920.8075,0,0,0,0,0,0,0,8171209.678,0,0,4.71E+07,0,0,1709941.02,6.47E+07,8274792.56,0,4373908.34,9599221.677,1.12E+07,0,0,5.90E+07,2.07E+07,1.47E+07,3998021.246,1.53E+07,0,0,2116373.106,283723.9712,1418143.937,6441582.401,0,3821020.488,0,0,0,3864730.352,0
97,311.2576483,11.8607414,1.98E+07,3.81E+07,5887591.371,1.75E+07,1.38E+07,3.20E+07,4375513.671,6926786.495,9451147.654,3925709.612,6922279.59,5084412.423,1.23E+07,1.19E+07,5621525.715,1257333.854,1979941.497,1231423.032,0,0,173738.3969,4.35E+07,2929894.52,1.60E+07,1.36E+07,6345642.457,4690810.399,0,0,0,8037310.374,9379849.368,1.68E+07,5017147.676,1.31E+07,3.10E+07,2.97E+07,1.63E+07,1.35E+07,7488465.779,8817506.576,1.04E+07,1853524.624,6096223.815,1.23E+07,6502124.47,3857853.897,1219601.284,4705693.719,1.88E+07,0,594642.7455,2.42E+08,5.43E+07,3.95E+07,6226062.769
98,595.4211731,8.412929885,5106250.893,6557494.795,6148036.035,7914278.767,5826400.087,3827388.963,2565795.936,3640868.632,2604291.407,0,4777006.142,4592029.413,2307529.59,5006276.615,729475.1219,791496.3473,879719.5716,0,0,2626819.613,3454850.098,0,3313218.859,7426888.733,0,3204546.335,8755825.236,0,3558463.386,4067121.08,2551931.593,1120384.514,0,701704.0904,943876.0641,0,3686650.259,4278763.039,4417014.692,0,341509.9091,0,0,242437.4855,0,1784022.587,2479129.03,672939.8014,0,3337692.043,0,1192309.096,6661351.108,0,0,0
99,494.8116938,6.431679717,0,1162004.701,592477.267,3217266.494,0,0,0,0,0,0,0,0,1423875.953,0,0,0,0,0,0,0,0,0,0,2407688.961,0,0,0,0,0,438091.7643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,708.4588629,11.30403122,9392522.629,1.32E+07,1.13E+07,1.60E+07,1.11E+07,8031650.163,5364666.234,9382023.97,1.01E+07,5625640.588,1.28E+07,1.49E+07,5358226.575,1.22E+07,1494280.159,1612605.139,1444161.786,0,5987884.306,0,5853254.613,0,6844548.599,2.55E+07,0,6273825.554,3.03E+07,5261776.794,6976577.567,8147953.674,1.75E+07,1.26E+07,8266207.696,7937152.498,1.79E+07,1.95E+07,1.12E+07,7328099.402,2.17E+07,1.93E+07,1.78E+07,1.14E+07,5405042.858,5615096.081,3256861.595,4451067.69,2891244.883,881019.0073,1550210.031,2792159.878,2023771.854,2202489.366,1514325.72,0,2472791.584,0
101,549.3744812,12.79483328,1.04E+07,1.51E+07,1.29E+07,1.84E+07,1.40E+07,1.04E+07,5927982.541,1.17E+07,1.22E+07,6719632.685,1.37E+07,1.50E+07,7369247.897,1.12E+07,2964039.375,3341647.245,3195497.97,0,0,0,1.02E+07,1203347.422,9629502.545,2.82E+07,366519.1758,9515572.442,3.29E+07,6092135.411,7541791.243,7380466.347,1.29E+07,8973695.838,5724114.85,5352179.186,1.32E+07,1.31E+07,1.50E+07,9652839.474,1.55E+07,1.43E+07,1.26E+07,8632656.372,4189635.349,4342890.719,5780775.424,8083777.45,5618417.144,2453160.342,1865670.973,5402508.899,3158012.598,3341857.658,9738916.31,1340664.842,4634237.465,1199558.462
102,704.5154622,6.439489989,5013273.542,1532782.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107785.761,2667830.354,2024508.913,0,0,5622590.307,0,0,339644.7793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616091.507,259512.3248,0,0
103,643.2894135,9.51624045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5585230.096,0,0,1.02E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,610.5765599,14.9635715,1.35E+07,1.57E+07,1.39E+07,1.60E+07,312899.045,391310.194,1288564.696,1230038.215,763040.7766,1288159.27,0,736613.0968,1.64E+07,0,0,0,0,0,0,0,0,0,0,1.52E+07,0,0,1.77E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,357.2991339,12.06554271,451890.2239,463794.802,303936.4784,1640355.646,655938.2489,1026275.101,0,1375978.285,863143.1807,413033.0742,0,635624.1504,194454.8713,458279.3581,0,0,0,0,0,0,0,0,0,7183849.148,0,0,4719437.679,0,0,210700.9657,0,0,0,0,0,0,0,0,960046.7689,441131.386,227978.5626,0,0,0,535057.287,0,1005036.576,0,377752.8267,0,2586479.425,0,0,0,1942586.111,4640193.414
106,679.438007,10.62765371,8060442.841,1.13E+07,9665032.57,1.12E+07,8599383.448,7202137.96,4059181.181,8238924.714,8077612.643,4833300.792,1.09E+07,1.23E+07,4185190.677,1.01E+07,937671.1888,1102010.699,0,0,4817670.565,3223238.089,5841351.609,0,6016219.631,2.32E+07,0,5348604.993,2.98E+07,3684120.1,6423747.079,7116176.229,1.46E+07,1.02E+07,7095866.882,6616961.786,1.46E+07,1.84E+07,1.00E+07,7025601.399,1.83E+07,1.65E+07,1.47E+07,9508303.16,4716882.764,5115564.311,1965828.797,3755679.704,2214545.892,550733.4877,0,1859579.43,1346650.711,2034524.915,841346.5869,0,2136696.566,0
107,824.5436239,13.77059528,1.00E+07,1.37E+07,1.18E+07,1.59E+07,1.15E+07,1825129.963,0,9525316.378,9760319.93,6165387.612,1.31E+07,1.37E+07,5168204.482,1.14E+07,0,0,0,0,0,0,0,0,0,2.44E+07,0,0,2.79E+07,2754542.666,2652411.93,3641905.597,2.11E+07,1.74E+07,9587905.146,9152394.232,1.87E+07,2.79E+07,1.16E+07,0,2.62E+07,2.79E+07,1.87E+07,1.31E+07,6780788.939,4719678.353,0,0,0,0,0,1227888.141,0,0,0,0,0,0
108,491.3738441,13.590018,0,1.99E+07,1.34E+07,1.58E+07,0,1.80E+07,3881855.11,9116237.059,4765882.334,0,0,4867742.396,1.93E+07,1.37E+07,0,0,0,995807.8826,0,0,0,4895909.486,223307.3799,1.62E+07,9826935.841,0,1.15E+07,0,295901.2725,851872.7537,7941046.318,2312387.251,3093684.329,0,3449810.228,1.53E+07,0,0,6236045.817,9878351.403,7175934.121,0,0,2306626.867,0,0,0,0,696472.9704,688008.2071,0,0,2070083.946,0,1.57E+07,1314838.234
109,397.2149799,13.07434039,1.54E+07,1.41E+07,1.41E+07,1.37E+07,1.07E+07,1.34E+07,1.29E+07,1.35E+07,1.04E+07,9732196.738,7197287.272,8381556.643,1.48E+07,1.07E+07,9665680.469,8479085.76,1.02E+07,6559736.265,8343154.534,0,0,6806509.157,5445319.461,1.44E+07,1.01E+07,5219273.693,1.21E+07,4324325.028,0,0,1.59E+07,1.35E+07,1.49E+07,1.56E+07,1.49E+07,1.45E+07,1.41E+07,1.40E+07,1.68E+07,1.42E+07,1.73E+07,1.25E+07,1.01E+07,4696883.513,9739267.078,9235303.059,1.09E+07,7399256.367,3030561.944,1.06E+07,2303949.819,3791176.687,0,7817267.275,1.39E+07,1.12E+07
110,617.4343636,8.353251773,4845861.721,6609696.889,6287147.877,8811073.44,6084749.883,0,2229650.24,3578820.562,2804326.998,0,4687074.335,0,2268562.849,0,0,801481.0211,1024558.099,0,0,0,4001741.15,0,3492445.569,6231355.729,0,3178959.451,0,0,0,4765650.273,0,0,0,0,0,0,0,4442838.968,3861995.346,0,0,0,0,0,0,2198692.116,2150576.505,0,0,3663688.723,0,0,0,0,0,0
111,333.1507254,10.53400868,6113117.233,8213333.017,9117472.213,6674441.502,5069536.579,7350481.18,3442115.938,3620817.1,3943459.158,1982183.033,1816226.732,4122006.952,0,4115485.413,0,0,0,0,0,0,0,0,0,6287453.707,0,0,2291287.709,0,8549660.758,6235874.628,3814351.672,1410289.534,1590348.902,1592859.107,1203575.861,1551626.954,0,0,4602771.952,1295414.246,1782801.36,2015385.836,0,0,382788.5748,464657.0352,573767.8159,0,1920511.541,0,0,0,0,1882519.884,1549516.902,3376329.84
112,953.3941193,8.96175275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384303.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764773.713,0,0,0,0,0,0,0,0
113,624.3954425,7.565352133,1540016.362,2814163.764,2023271.829,1039309.138,4626300.602,5183854.638,277279.8786,2441041.614,2874816.654,2567923.34,0,3032768.515,0,1047602.285,0,0,0,0,0,0,236578.2299,0,0,7078659.433,0,0,4.62E+07,0,0,1183410.587,2631243.943,610015.8524,976606.6057,725940.5026,1431584.5,2710788.963,0,1909392.494,8629527.181,2016071.383,815765.5925,1151102.366,1526760.689,792718.2963,2376265.22,2025670.886,2202043.682,0,1.12E+07,0,0,0,0,1078140.397,2093504.123,3909676.144
114,460.2939301,9.023592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796573.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,876.6626838,13.76937029,1.50E+07,1.76E+07,1.29E+07,1.40E+07,3115493.795,6222873.115,0,0,0,0,0,0,1.50E+07,5929055.176,0,0,0,0,0,0,1154198.825,0,0,1.75E+07,0,0,1.51E+07,0,0,0,0,1952784.183,0,0,0,7710233.458,0,845870.5911,0,2042859.864,0,2179888.295,2077362.622,0,0,0,0,0,0,0,0,0,0,0,0,0
116,507.3670694,14.91756153,9295592.022,9897371.251,1.18E+07,8778227.54,1628637.324,0,1028664.742,2317559.19,1909856.691,3908186.968,2990975.779,0,1.90E+07,0,0,0,0,0,0,0,0,0,0,1.13E+07,0,0,1.22E+07,0,0,0,0,0,0,0,0,0,0,2888789.39,0,2621175.707,2443741.01,0,2015945.986,0,307031.0004,1240027.772,0,0,0,0,0,0,0,0,0,0
117,660.4893341,6.47339774,5784567.54,2022493.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832428.394,3479681.652,2218427.028,0,0,6310986.095,0,0,657027.6874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725470.266,212370.1198,3686962.046,0,0,0
118,639.4472163,8.291753808,5101799.14,6806770.191,6636645.786,8461739.604,6214212.054,0,0,2655271.388,0,1975742.697,3678595.8,3771055.3,0,4052937.131,0,0,0,0,4236726.733,2512152.373,3257168.546,0,3279665.648,4952762.587,0,3228157.821,7011085.201,0,0,5309957.52,2876455.153,0,0,0,0,0,1679631.633,4509809.999,0,0,0,0,0,0,0,2204785.752,2065393.188,0,0,3629446.36,0,1173527.64,6203208.14,0,0,0
119,485.3554211,8.72996594,1632665.762,2476854.592,2079167.587,0,1968330.885,1544442.225,825951.2241,1552587.285,0,0,1599702.702,2147478.919,0,0,0,591854.5062,0,0,1209864.952,0,1226732.453,0,0,5032394.546,0,864610.8255,6226191.183,1075475.775,0,0,1717831.123,797348.6984,0,0,1577157.445,0,0,0,2184357.514,0,0,0,0,0,777434.2762,1246752.107,907993.2411,524252.4208,0,1045476.673,0,0,0,0,0,0
